tile_id,ndvi_mean,xmin,ymin,xmax,ymax
9.87842E+11,0.31013313919428503,425625,4617735,433305,4625415
1.30567E+12,0.015370247305661486,448665,4725255,456345,4732935
1.03079E+11,0.472688245,579225,4504485,586905,4510215
5.66936E+11,,609945,4556295,617625,4563975
7.30144E+11,0.31262534725293356,402585,4571655,410265,4579335
1.0222E+12,0.4317297237838677,533145,4563975,540825,4571655
1.20259E+12,0.009609598,525465,4686855,533145,4694535
1.29708E+12,0.4003218433805442,571545,4686855,579225,4694535
1.59773E+12,0.3738002237190252,433305,4563975,440985,4571655
5.58346E+11,0.3705759770396058,471705,4571655,479385,4579335
1.09092E+12,0.5167904534571274,540825,4656135,548505,4663815
1.20259E+12,0.40111202050791267,417945,4571655,425625,4579335
1.39157E+12,0.38897556673730777,571545,4702215,579225,4709895
3.60777E+11,0.3217863461400112,586905,4610055,594585,4617735
1.50324E+12,0.3916738653175244,448665,4556295,456345,4563975
1.61491E+12,0.39253937509496134,479385,4579335,487065,4587015
2.74878E+11,0.2871411796487609,479385,4732935,487065,4740615
2.74878E+11,0.35909660938260635,410265,4587015,417945,4594695
1.29708E+12,0.00863426,479385,4633095,487065,4640775
1.38298E+12,0.3938165738648359,487065,4533255,494745,4540935
1.47747E+12,0.34025420385842403,602265,4610055,609945,4617735
85899345923,,617625,4610055,625305,4617735
5.66936E+11,0.35889598192997274,548505,4648455,556185,4656135
5.92705E+11,0.008301633,471705,4625415,479385,4633095
6.27065E+11,0.006139444,456345,4679175,464025,4686855
1.40875E+12,0.484079198,540825,4510215,548505,4517895
1.4517E+12,0.007084488,471705,4686855,479385,4694535
1.48606E+12,0.4627286297747345,417945,4610055,425625,4617735
1.58914E+12,1.6377293755604632,533145,4656135,540825,4663815
1.63209E+12,0.007473573,471705,4717575,479385,4725255
1.69222E+12,0.009006447,502425,4656135,510105,4663815
3.43597E+11,,402585,4540935,410265,4548615
1.04797E+12,0.3514203517974891,417945,4594695,425625,4602375
1.07374E+12,,402585,4587015,410265,4594695
5.66936E+11,0.39226905236367027,563865,4548615,571545,4556295
8.41814E+11,0.41394047464719036,586905,4540935,594585,4548615
1.25413E+12,0.3786695559339387,563865,4625415,571545,4633095
1.52042E+12,0.3897715647519563,594585,4633095,602265,4640775
1.5376E+12,,632985,4587015,635115,4594695
1.60632E+12,,456345,4525575,464025,4533255
2.49108E+11,,410265,4702215,417945,4709895
8.67583E+11,0.38514740080930404,540825,4633095,548505,4640775
85899345924,0.3626371703246363,556185,4617735,563865,4625415
1.37439E+11,,448665,4510215,456345,4517895
6.27065E+11,0.3898994109129743,533145,4602375,540825,4610055
8.76173E+11,,632985,4517895,635115,4525575
1.31426E+12,,625305,4640775,632985,4648455
17179869186,0.3098223845448169,440985,4602375,448665,4610055
4.81036E+11,0.361310526,586905,4656135,594585,4663815
9.96432E+11,0.35778312306084764,594585,4702215,602265,4709895
1.30567E+12,0.22334900074683858,548505,4694535,556185,4702215
1.5376E+12,0.354587931,617625,4656135,625305,4663815
34359738368,0.3864217604839442,464025,4571655,471705,4579335
1.63209E+11,0.007597296,479385,4717575,487065,4725255
3.35007E+11,0.3984179747127421,487065,4571655,494745,4579335
8.93353E+11,0.3872365349098047,563865,4633095,571545,4640775
1.3658E+12,0.36163779621845804,440985,4571655,448665,4579335
1.52901E+12,0.37668893146733146,579225,4563975,586905,4571655
3.69367E+11,0.37427442601069033,417945,4579335,425625,4587015
7.12965E+11,0.013660846955173197,440985,4702215,448665,4709895
1.20259E+12,,417945,4510215,425625,4517895
9.27713E+11,0.008219323,494745,4702215,502425,4709895
1.33144E+12,,579225,4709895,586905,4717575
42949672961,0.3022357468011341,487065,4602375,494745,4610055
4.29497E+11,0.30319674,440985,4648455,448665,4656135
5.32576E+11,0.3820988971496027,502425,4571655,510105,4579335
6.70015E+11,0.3500320066295111,609945,4640775,617625,4648455
8.41814E+11,0.39814851940493534,525465,4594695,533145,4602375
1.26272E+12,0.007609643,479385,4694535,487065,4702215
1.48606E+12,0.4138163859482966,479385,4540935,487065,4548615
1.61491E+12,0.057905087,440985,4725255,448665,4732935
1.64068E+12,0.2772208682438165,448665,4602375,456345,4610055
7.47324E+11,0.3163764824870074,433305,4594695,440985,4602375
1.03079E+12,,586905,4725255,594585,4732935
1.18541E+12,0.37853269541890505,609945,4656135,617625,4663815
1.42593E+12,0.39762897375131867,571545,4679175,579225,4686855
1.50324E+12,,402585,4617735,410265,4625415
1.65786E+12,0.39652283172630587,410265,4579335,417945,4587015
3.95137E+11,0.40241985050036305,417945,4548615,425625,4556295
5.75526E+11,,464025,4517895,471705,4525575
1.21118E+12,0.3794910358782677,586905,4648455,594585,4656135
1.21977E+12,0.010474511918411988,540825,4702215,548505,4709895
1.27131E+12,0.3942381275729123,517785,4594695,525465,4602375
1.58914E+12,0.580698488,448665,4610055,456345,4617735
25769803779,0.36248217604700633,594585,4610055,602265,4617735
1.54619E+11,,410265,4517895,417945,4525575
2.92058E+11,0.006167058,440985,4686855,448665,4694535
7.38734E+11,0.18305970359161935,433305,4633095,440985,4640775
8.16044E+11,0.3707492662220602,517785,4602375,525465,4610055
1.194E+12,,602265,4504485,609945,4510215
1.33144E+12,0.009697481,456345,4725255,464025,4732935
1.54619E+12,,464025,4504485,471705,4510215
1.71799E+11,0.3830157058797893,494745,4548615,502425,4556295
4.03727E+11,0.007741456,471705,4663815,479385,4671495
4.98216E+11,0.34545370832931893,563865,4617735,571545,4625415
6.01295E+11,0.3458653019452793,548505,4587015,556185,4594695
9.70663E+11,0.3980258047134544,487065,4548615,494745,4556295
4.81036E+11,0.010699893804757974,540825,4694535,548505,4702215
5.32576E+11,0.36964956976981495,571545,4625415,579225,4633095
7.81684E+11,0.38589340857400917,579225,4686855,586905,4694535
1.18541E+12,0.3672117172240497,556185,4640775,563865,4648455
1.7094E+12,0.3777833014030942,602265,4587015,609945,4594695
85899345922,0.18974850554110506,540825,4671495,548505,4679175
1.03079E+11,0.007740022,464025,4617735,471705,4625415
6.70015E+11,0.005939601,448665,4686855,456345,4694535
7.55914E+11,0.3828693782212935,540825,4563975,548505,4571655
1.11669E+12,0.007777848,471705,4648455,479385,4656135
1.194E+12,0.007998993,487065,4717575,494745,4725255
1.28849E+12,0.007015327,464025,4725255,471705,4732935
1.41734E+12,0.3881932670846691,540825,4625415,548505,4633095
1.7094E+12,0.3781422703060093,563865,4556295,571545,4563975
51539607553,0.3783844411893171,487065,4556295,494745,4563975
8.33224E+11,0.39672590775326494,594585,4625415,602265,4633095
1.28849E+12,,402585,4610055,410265,4617735
1.34862E+12,0.40019024577612744,594585,4640775,602265,4648455
1.59773E+12,,625305,4625415,632985,4633095
6.09885E+11,0.3553813888344126,609945,4663815,617625,4671495
7.64504E+11,,456345,4517895,464025,4525575
1.00502E+12,,632985,4594695,635115,4602375
1.17682E+12,0.3535301918490496,433305,4571655,440985,4579335
6.52835E+11,0.3856121844261413,586905,4694535,594585,4702215
1.6235E+12,0.4162026248242861,525465,4517895,533145,4525575
1.37439E+11,,632985,4679175,635115,4686855
4.55267E+11,0.40265832652181965,609945,4602375,617625,4610055
1.03938E+12,,625305,4504485,632985,4510215
1.3658E+12,0.37131079210817053,579225,4602375,586905,4610055
1.37439E+12,,448665,4517895,456345,4525575
2.14748E+11,0.3866807850597988,586905,4640775,594585,4648455
2.31928E+11,0.005967032,456345,4663815,464025,4671495
2.57698E+11,0.006915086,464025,4671495,471705,4679175
1.00502E+12,,479385,4517895,487065,4525575
1.0222E+12,0.3975223848813472,471705,4540935,479385,4548615
1.13387E+12,0.3771469721663733,579225,4571655,586905,4579335
1.2799E+12,,410265,4679175,417945,4686855
1.46888E+12,,617625,4732935,625305,4740615
1,0.3714854707002968,456345,4556295,464025,4563975
4.46677E+11,0.4449875251297689,563865,4517895,571545,4525575
4.55267E+11,0.39592715265464234,494745,4540935,502425,4548615
1.47747E+12,,632985,4656135,635115,4663815
8.07454E+11,0.3770419494394951,571545,4571655,579225,4579335
8.16044E+11,0.030841713,471705,4732935,479385,4740615
1.14246E+12,0.3995689278775622,548505,4679175,556185,4686855
1.16823E+12,0.008855391,510105,4709895,517785,4717575
2.23338E+11,,471705,4504485,479385,4510215
2.92058E+11,0.006450054,456345,4656135,464025,4663815
1.03938E+12,0.3288303496454208,594585,4563975,602265,4571655
1.09951E+12,,632985,4579335,635115,4587015
1.38298E+12,0.009985735,533145,4702215,540825,4709895
1.42593E+12,,625305,4556295,632985,4563975
1.52042E+12,0.4604767586524505,502425,4548615,510105,4556295
1.63209E+12,,579225,4717575,586905,4725255
9.53483E+11,,440985,4504485,448665,4510215
9.96432E+11,0.29218537626597146,479385,4594695,487065,4602375
1.21118E+12,0.009114174,517785,4709895,525465,4717575
3.17828E+11,0.3761349127431236,540825,4594695,548505,4602375
3.86547E+11,0.3253949217432577,579225,4610055,586905,4617735
4.03727E+11,0.3978833224179758,563865,4686855,571545,4694535
4.55267E+11,0.3509922574448354,579225,4656135,586905,4663815
6.87195E+11,,494745,4510215,502425,4517895
7.21555E+11,0.38368462449200047,594585,4648455,602265,4656135
8.16044E+11,0.41561991447830576,579225,4510215,586905,4517895
8.84763E+11,0.33794078744095435,471705,4579335,479385,4587015
1.58055E+12,,609945,4717575,617625,4725255
1.64068E+12,,617625,4702215,625305,4709895
1.16823E+12,0.39738872831702465,510105,4594695,517785,4602375
1.33144E+12,0.3425860301009281,417945,4617735,425625,4625415
1.60632E+12,0.37212618978162537,594585,4556295,602265,4563975
8.93353E+11,,632985,4563975,635115,4571655
1.15964E+12,0.4487502687988295,533145,4556295,540825,4563975
3.35007E+11,0.24835061684955897,494745,4610055,502425,4617735
1.28849E+11,0.015058900155505947,494745,4725255,502425,4732935
1.71799E+11,,632985,4540935,635115,4548615
1.80389E+11,,594585,4732935,602265,4740615
8.58993E+11,,602265,4510215,609945,4517895
1.24554E+12,,625305,4533255,632985,4540935
77309411332,0.009731227,525465,4709895,533145,4717575
2.40518E+11,0.3602710402210046,556185,4571655,563865,4579335
6.95785E+11,,525465,4510215,533145,4517895
1.11669E+12,,632985,4702215,635115,4709895
1.58914E+12,0.007210464,471705,4725255,479385,4732935
2.23338E+11,,609945,4579335,617625,4587015
6.61425E+11,0.37244866694450596,586905,4663815,594585,4671495
1.00502E+12,0.35121586746089317,448665,4579335,456345,4587015
1.46029E+12,0.2758733365248333,533145,4640775,540825,4648455
1.65786E+12,0.36348282139074206,586905,4594695,594585,4602375
1.46029E+11,0.010093978742954503,510105,4625415,517785,4633095
1.88979E+11,0.00890698,510105,4702215,517785,4709895
1.97568E+11,0.00613607,448665,4663815,456345,4671495
6.44245E+11,0.008709605,479385,4617735,487065,4625415
7.30144E+11,0.3684821611751416,433305,4540935,440985,4548615
1.07374E+12,0.4022023333871548,487065,4540935,494745,4548615
1.68363E+12,0.010431635954936508,533145,4679175,540825,4686855
60129542148,,625305,4525575,632985,4533255
6.95785E+11,0.3723579547286183,540825,4610055,548505,4617735
9.01943E+11,,563865,4725255,571545,4732935
9.44893E+11,0.010494169,525465,4656135,533145,4663815
1.09092E+12,0.3528684236084463,494745,4556295,502425,4563975
1.38298E+12,0.005371197,448665,4648455,456345,4656135
1.42593E+12,0.009977528,517785,4656135,525465,4663815
8.50404E+11,0.22850600606014246,456345,4602375,464025,4610055
1.37439E+12,,602265,4525575,609945,4533255
2.57698E+11,0.39807915962716256,586905,4533255,594585,4540935
4.89626E+11,0.35391497671943634,594585,4579335,602265,4587015
5.15396E+11,0.008175154,494745,4717575,502425,4725255
6.52835E+11,0.3543438813827381,517785,4571655,525465,4579335
1.43452E+12,0.39893845655881316,487065,4563975,494745,4571655
1.44311E+12,0.38873699214819796,540825,4517895,548505,4525575
5.06806E+11,,402585,4633095,410265,4640775
1.50324E+12,0.007424247,479385,4702215,487065,4709895
1.52042E+12,0.007177805,464025,4717575,471705,4725255
1.52901E+12,0.010963481079241747,510105,4717575,517785,4725255
6.01295E+11,,609945,4587015,617625,4594695
6.61425E+11,0.017655154941352082,464025,4732935,471705,4740615
7.98864E+11,,417945,4663815,425625,4671495
1.34862E+12,,602265,4540935,609945,4548615
1.37439E+12,0.3775803285295395,556185,4602375,563865,4610055
7.47324E+11,0.3051250178809011,440985,4594695,448665,4602375
9.44893E+11,0.3804568374633402,510105,4517895,517785,4525575
1.09951E+12,,617625,4594695,625305,4602375
1.26272E+12,0.024048249,433305,4686855,440985,4694535
2.06158E+11,0.006910551,456345,4717575,464025,4725255
2.31928E+11,,602265,4548615,609945,4556295
7.55914E+11,0.15405219408073262,525465,4633095,533145,4640775
8.24634E+11,0.36977405149047443,571545,4525575,579225,4533255
9.19123E+11,0.5067484591918124,402585,4563975,410265,4571655
9.36303E+11,0.36438460177094717,579225,4625415,586905,4633095
4.55267E+11,0.3761361653712556,517785,4548615,525465,4556295
7.55914E+11,0.36178877651965674,602265,4694535,609945,4702215
9.10533E+11,0.3574068895007785,510105,4617735,517785,4625415
1.42593E+12,0.36357543290062827,563865,4571655,571545,4579335
1.70081E+12,0.3973392509494688,525465,4610055,533145,4617735
2.66288E+11,0.012650604045003113,525465,4717575,533145,4725255
2.74878E+11,0.37332328303027645,425625,4579335,433305,4587015
8.41814E+11,,594585,4725255,602265,4732935
8.50404E+11,0.39564428341018776,617625,4694535,625305,4702215
9.87842E+11,,632985,4571655,635115,4579335
1.06515E+12,0.365631419,602265,4686855,609945,4694535
68719476738,0.005767381,440985,4671495,448665,4679175
6.35655E+11,,410265,4533255,417945,4540935
1.2799E+12,,602265,4709895,609945,4717575
1.32285E+12,,425625,4671495,433305,4679175
1.34003E+12,0.007517734,448665,4709895,456345,4717575
1.60632E+12,1.0322061642723461,556185,4709895,563865,4717575
7.38734E+11,,625305,4540935,632985,4548615
7.64504E+11,,402585,4533255,410265,4540935
8.93353E+11,0.37671274832292656,609945,4617735,617625,4625415
1.23695E+12,0.009230879,517785,4702215,525465,4709895
3.95137E+11,,609945,4525575,617625,4533255
1.46029E+12,,556185,4504485,563865,4510215
4.12317E+11,0.35581342901947793,594585,4587015,602265,4594695
4.29497E+11,0.40228130853027955,440985,4540935,448665,4548615
4.89626E+11,0.3913740775427431,479385,4533255,487065,4540935
1.2799E+12,0.38666419149143944,533145,4625415,540825,4633095
1.38298E+12,0.010990783216946859,533145,4717575,540825,4725255
1.49465E+12,,410265,4610055,417945,4617735
3.00648E+11,0.010066827052135964,517785,4640775,525465,4648455
1.48606E+12,0.012002899273888453,517785,4717575,525465,4725255
1.54619E+12,0.38908629085293545,594585,4548615,602265,4556295
1.37439E+11,,410265,4717575,417945,4725255
5.23986E+11,0.00812165,494745,4709895,502425,4717575
8.84763E+11,0.3599126976950057,563865,4533255,571545,4540935
9.19123E+11,,517785,4510215,525465,4517895
1.51183E+12,,410265,4671495,417945,4679175
3.00648E+11,,402585,4517895,410265,4525575
4.81036E+11,,402585,4717575,410265,4725255
7.12965E+11,0.3811652185638867,586905,4702215,594585,4709895
3.00648E+11,0.39215143693295956,563865,4525575,571545,4533255
1.04797E+12,0.4234104458605364,571545,4671495,579225,4679175
1.22836E+12,0.008799564,479385,4625415,487065,4633095
1.31426E+12,0.350784259,448665,4563975,456345,4571655
17179869185,,417945,4517895,425625,4525575
68719476740,0.3803790061272124,571545,4694535,579225,4702215
85899345921,,625305,4648455,632985,4656135
6.61425E+11,,417945,4533255,425625,4540935
1.44311E+12,0.37654742164149163,548505,4610055,556185,4617735
34359738371,0.3756657775386878,586905,4587015,594585,4594695
1.20259E+11,,540825,4504485,548505,4510215
7.21555E+11,0.3711477129079614,571545,4610055,579225,4617735
1.40016E+12,0.431312916,617625,4633095,625305,4640775
1.49465E+12,0.27145257512491816,456345,4594695,464025,4602375
1.50324E+12,0.4273388700373072,533145,4525575,540825,4533255
1.70081E+12,,540825,4725255,548505,4732935
6.18475E+11,0.3446744301940244,602265,4671495,609945,4679175
