tile_id,ndvi_mean,xmin,ymin,xmax,ymax
6.27065E+11,0.3033749886509796,425625,4656135,433305,4663815
7.12965E+11,,410265,4709895,417945,4717575
1.61491E+12,0.009005612,510105,4686855,517785,4694535
6.27065E+11,0.3511235995577075,579225,4540935,586905,4548615
1.11669E+11,,479385,4510215,487065,4517895
1.54619E+11,,602265,4717575,609945,4725255
3.09238E+11,,410265,4725255,417945,4732935
3.69367E+11,,563865,4717575,571545,4725255
4.12317E+11,,425625,4686855,433305,4694535
5.23986E+11,0.38345322626702194,579225,4517895,586905,4525575
5.58346E+11,0.008403584,494745,4663815,502425,4671495
6.52835E+11,,464025,4510215,471705,4517895
6.78605E+11,0.3481195212527868,594585,4617735,602265,4625415
60129542144,,410265,4640775,417945,4648455
77309411330,0.4017189337963086,440985,4556295,448665,4563975
8.16044E+11,0.16125481991664714,448665,4625415,456345,4633095
9.70663E+11,0.3904464800377907,571545,4640775,579225,4648455
1.39157E+12,0.37603006050567794,594585,4656135,602265,4663815
1.69222E+12,,625305,4725255,632985,4732935
17179869187,,402585,4640775,410265,4648455
2.49108E+11,0.375388602,533145,4610055,540825,4617735
5.49756E+11,0.008389272,510105,4633095,517785,4640775
5.66936E+11,0.36568439826054694,594585,4571655,602265,4579335
7.47324E+11,0.005978749,448665,4694535,456345,4702215
7.64504E+11,0.008173144,471705,4640775,479385,4648455
1.55478E+12,0.3824685982339826,602265,4656135,609945,4663815
1.61491E+12,0.33170525588469074,594585,4602375,602265,4610055
1.39157E+12,0.3067339189332094,571545,4709895,579225,4717575
1.43452E+12,0.3657914899086234,617625,4640775,625305,4648455
1.71799E+11,0.4069899372195249,556185,4694535,563865,4702215
2.06158E+11,,487065,4504485,494745,4510215
2.83468E+11,,594585,4504485,602265,4510215
3.69367E+11,0.46760026701551405,540825,4533255,548505,4540935
4.03727E+11,0.3832853216484935,517785,4556295,525465,4563975
9.53483E+11,,632985,4525575,635115,4533255
1.01361E+12,0.4642472424585292,525465,4556295,533145,4563975
1.09092E+12,,548505,4504485,556185,4510215
1.12528E+12,0.3434798672580082,440985,4587015,448665,4594695
1.41734E+12,0.44447065846643297,410265,4556295,417945,4563975
3,0.4103643712026079,548505,4633095,556185,4640775
1.20259E+12,,402585,4679175,410265,4686855
1.40875E+12,0.008691158,487065,4640775,494745,4648455
9.79253E+11,0.3569304007997314,487065,4594695,494745,4602375
1.1081E+12,0.3473378079178319,410265,4594695,417945,4602375
1.7094E+12,0.3892270806271719,533145,4571655,540825,4579335
42949672960,0.3775831935960408,556185,4625415,563865,4633095
5.06806E+11,,502425,4504485,510105,4510215
1.40875E+12,,410265,4633095,417945,4640775
68719476739,0.34626176754468835,425625,4663815,433305,4671495
5.41166E+11,,494745,4732935,502425,4740615
1.15964E+12,,494745,4517895,502425,4525575
94489280513,0.34907086737760673,433305,4663815,440985,4671495
1.28849E+11,0.009442047,517785,4679175,525465,4686855
2.14748E+11,0.3659883662182875,586905,4686855,594585,4694535
3.95137E+11,0.38918959178153884,602265,4663815,609945,4671495
1.58055E+12,,417945,4702215,425625,4709895
1.97568E+11,0.3789231661379112,594585,4663815,602265,4671495
2.40518E+11,0.40858919236873914,571545,4533255,579225,4540935
2.74878E+11,0.359890628,563865,4694535,571545,4702215
5.75526E+11,0.3684283490323885,517785,4533255,525465,4540935
1.15964E+12,0.006410392,440985,4679175,448665,4686855
5.23986E+11,,586905,4717575,594585,4725255
9.62073E+11,0.3150238422932793,456345,4587015,464025,4594695
1.09951E+12,,594585,4525575,602265,4533255
1.40016E+12,0.00854637,502425,4694535,510105,4702215
1.58055E+12,,609945,4548615,617625,4556295
7.98864E+11,0.5176476363827215,579225,4633095,586905,4640775
1.26272E+12,0.3425866770223201,448665,4617735,456345,4625415
1.35721E+12,0.2960006305744694,425625,4625415,433305,4633095
1.21118E+12,0.34402959950292894,540825,4525575,548505,4533255
1.21118E+12,0.006079439,456345,4694535,464025,4702215
1.55478E+12,0.35284356227134095,571545,4587015,579225,4594695
8.58993E+11,,625305,4579335,632985,4587015
1.54619E+12,0.008943173,510105,4694535,517785,4702215
1.37439E+11,,632985,4602375,635115,4610055
7.64504E+11,0.007188176,456345,4633095,464025,4640775
9.87842E+11,,563865,4732935,571545,4740615
1.01361E+12,0.32790789113190194,594585,4540935,602265,4548615
8589934594,,410265,4694535,417945,4702215
51539607554,0.3447815819074746,417945,4587015,425625,4594695
2.57698E+11,,464025,4525575,471705,4533255
4.12317E+11,,533145,4504485,540825,4510215
7.04375E+11,0.3564105855515629,556185,4656135,563865,4663815
1.43452E+12,0.41900330016641946,456345,4579335,464025,4587015
4.12317E+11,0.010933551304948188,479385,4725255,487065,4732935
7.81684E+11,0.3874353225945436,556185,4510215,563865,4517895
1.28849E+12,,402585,4579335,410265,4587015
8589934595,,586905,4709895,594585,4717575
25769803776,0.009691721,525465,4679175,533145,4686855
2.49108E+11,,448665,4525575,456345,4533255
9.96432E+11,0.39276058113397144,602265,4633095,609945,4640775
1.28849E+11,0.3575525540243571,602265,4594695,609945,4602375
5.06806E+11,0.3653245169955637,502425,4610055,510105,4617735
5.41166E+11,0.008253002,479385,4663815,487065,4671495
5.84116E+11,0.008075124,487065,4694535,494745,4702215
6.18475E+11,0.3957531421502681,533145,4617735,540825,4625415
1.49465E+12,0.386089494,563865,4563975,571545,4571655
5.92705E+11,0.3768257918783877,517785,4517895,525465,4525575
6.44245E+11,0.3663417006070225,479385,4587015,487065,4594695
9.44893E+11,0.353816443,540825,4648455,548505,4656135
9.87842E+11,,417945,4640775,425625,4648455
1.06515E+12,0.008844588,494745,4640775,502425,4648455
1.3658E+12,0.38409897554152056,571545,4556295,579225,4563975
1.43452E+12,0.3691786113216259,479385,4571655,487065,4579335
1.03079E+11,0.009424901,510105,4648455,517785,4656135
1.46029E+11,0.007284819,464025,4648455,471705,4656135
6.70015E+11,0.47421761788930417,548505,4640775,556185,4648455
7.55914E+11,0.3086701491775882,425625,4594695,433305,4602375
1.03079E+12,0.3666276898399753,579225,4671495,586905,4679175
1.14246E+12,0.008268762,479385,4648455,487065,4656135
1.54619E+12,,425625,4732935,433305,4740615
9.01943E+11,0.38282835583685604,479385,4556295,487065,4563975
1.21977E+12,,625305,4602375,632985,4610055
1.27131E+12,,417945,4725255,425625,4732935
1.3658E+12,0.48641875561244535,548505,4556295,556185,4563975
1.37439E+12,,425625,4694535,433305,4702215
2.83468E+11,0.39724855239659856,556185,4548615,563865,4556295
3.17828E+11,,417945,4732935,425625,4740615
6.44245E+11,,594585,4510215,602265,4517895
9.27713E+11,0.009587964,540825,4686855,548505,4694535
9.27713E+11,0.27809147803137413,609945,4679175,617625,4686855
5.32576E+11,0.36659090408113104,571545,4510215,579225,4517895
1.11669E+11,0.009093112,494745,4633095,502425,4640775
2.92058E+11,,602265,4563975,609945,4571655
5.92705E+11,0.1870099244100038,433305,4617735,440985,4625415
7.30144E+11,0.34487967467403363,556185,4663815,563865,4671495
1.05656E+12,,440985,4525575,448665,4533255
1.06515E+12,0.3669241729396223,494745,4602375,502425,4610055
1.51183E+12,0.4239363627738928,533145,4510215,540825,4517895
2,0.33823566324937976,417945,4602375,425625,4610055
1.63209E+11,0.4027093090049728,609945,4610055,617625,4617735
1.63209E+11,,609945,4725255,617625,4732935
3.69367E+11,0.00666165,464025,4656135,471705,4663815
4.46677E+11,0.013122474988804315,440985,4694535,448665,4702215
1.35721E+12,0.006528058,464025,4694535,471705,4702215
1.46888E+12,0.3615749901334636,563865,4679175,571545,4686855
4.89626E+11,0.008697297,502425,4717575,510105,4725255
5.32576E+11,0.37192644913633216,586905,4571655,594585,4579335
5.49756E+11,0.295337454,563865,4610055,571545,4617735
6.09885E+11,,586905,4732935,594585,4740615
9.96432E+11,0.075621801,487065,4610055,494745,4617735
1.08233E+12,0.3941714688085071,517785,4617735,525465,4625415
1.20259E+11,0.4097482880400628,479385,4563975,487065,4571655
5.75526E+11,0.43770804770763266,540825,4556295,548505,4563975
1.08233E+12,0.008214069,494745,4679175,502425,4686855
1.11669E+12,0.037398929,440985,4717575,448665,4725255
1.26272E+12,0.3542671333144085,556185,4587015,563865,4594695
1.69222E+12,0.4066708473486058,517785,4610055,525465,4617735
6.52835E+11,0.013183031713306599,487065,4725255,494745,4732935
1.05656E+12,,609945,4533255,617625,4540935
1.31426E+12,0.385485728,510105,4587015,517785,4594695
6.70015E+11,,425625,4533255,433305,4540935
9.19123E+11,,425625,4510215,433305,4517895
1.40016E+12,0.31679167476510345,433305,4602375,440985,4610055
1.15105E+12,0.43469581414092967,556185,4679175,563865,4686855
1.33144E+12,0.3409657148296715,563865,4579335,571545,4587015
2.14748E+11,0.3850246324669561,456345,4548615,464025,4556295
3.09238E+11,0.00932489,517785,4686855,525465,4694535
3.95137E+11,0.37391178584289986,502425,4579335,510105,4587015
1.03938E+12,,402585,4663815,410265,4671495
1.12528E+12,,417945,4648455,425625,4656135
1.15964E+12,0.010720757970873185,525465,4648455,533145,4656135
1.17682E+12,0.40730977154700454,525465,4525575,533145,4533255
1.07374E+12,,602265,4556295,609945,4563975
1.1081E+12,0.3409688402264073,440985,4579335,448665,4587015
1.60632E+12,0.29331444262874445,464025,4602375,471705,4610055
1.6235E+12,0.372227544,510105,4540935,517785,4548615
25769803777,,625305,4571655,632985,4579335
1.5376E+12,0.4274084244811988,448665,4548615,456345,4556295
1.80389E+11,,625305,4548615,632985,4556295
3.26418E+11,0.14147515575689845,533145,4648455,540825,4656135
4.38087E+11,0.35589176804192196,602265,4602375,609945,4610055
4.63856E+11,0.2886655066364345,471705,4594695,479385,4602375
7.21555E+11,0.2196735655158024,425625,4633095,433305,4640775
7.98864E+11,0.3941741376825875,471705,4556295,479385,4563975
1.52901E+12,,510105,4504485,517785,4510215
5.84116E+11,,417945,4686855,425625,4694535
8.16044E+11,,440985,4517895,448665,4525575
8.93353E+11,0.007973118,471705,4656135,479385,4663815
1.64927E+12,0.3868937410126582,402585,4556295,410265,4563975
7.81684E+11,0.44045435659592946,517785,4525575,525465,4533255
1.34003E+12,,410265,4732935,417945,4740615
1.52042E+12,0.008616301,502425,4625415,510105,4633095
4,0.3803190236726327,586905,4679175,594585,4686855
6.35655E+11,0.39503524653256167,586905,4525575,594585,4533255
6.44245E+11,0.608662918,479385,4602375,487065,4610055
1.25413E+12,0.4696197938327011,533145,4540935,540825,4548615
1.60632E+12,0.3547533043267042,425625,4571655,433305,4579335
1.67504E+12,0.3799570253123518,502425,4587015,510105,4594695
85899345920,0.42974022190472977,548505,4540935,556185,4548615
1.11669E+11,,510105,4510215,517785,4517895
2.66288E+11,,402585,4525575,410265,4533255
4.98216E+11,0.38502963391765577,510105,4563975,517785,4571655
7.47324E+11,0.3841328441822745,579225,4533255,586905,4540935
1.13387E+12,,632985,4725255,635115,4732935
1.20259E+11,,456345,4504485,464025,4510215
2.06158E+11,,433305,4709895,440985,4717575
6.87195E+11,0.3982290866028362,625305,4671495,632985,4679175
1.34003E+12,0.4277309494901827,402585,4548615,410265,4556295
1.3658E+12,0.094393184,464025,4610055,471705,4617735
1.43452E+12,0.006407129,448665,4702215,456345,4709895
1.70081E+12,0.38843808434802946,540825,4602375,548505,4610055
3.35007E+11,0.014841724164573128,433305,4679175,440985,4686855
1.23695E+12,0.21107229931857263,440985,4617735,448665,4625415
1.24554E+12,,632985,4686855,635115,4694535
4.63856E+11,0.41274115753647167,548505,4517895,556185,4525575
7.47324E+11,,548505,4717575,556185,4725255
7.90274E+11,0.4448098157426384,586905,4510215,594585,4517895
1.03079E+12,0.18826365628243227,433305,4625415,440985,4633095
1.17682E+12,0.35540751297901024,556185,4579335,563865,4587015
1.32285E+12,0.00966788,525465,4702215,533145,4709895
68719476736,0.32762670645441516,594585,4594695,602265,4602375
2.14748E+11,,609945,4594695,617625,4602375
1.03079E+12,0.008632639,502425,4702215,510105,4709895
60129542146,0.37855739279997774,510105,4556295,517785,4563975
60129542147,0.3504095162731959,579225,4663815,586905,4671495
1.88979E+11,,632985,4625415,635115,4633095
8.33224E+11,0.3696666078968225,586905,4579335,594585,4587015
1.04797E+12,0.40211423620158443,556185,4533255,563865,4540935
1.27131E+12,0.15701197332373398,440985,4656135,448665,4663815
1.63209E+12,0.42570065645491895,525465,4533255,533145,4540935
51539607555,0.00842825,494745,4671495,502425,4679175
3.17828E+11,,402585,4625415,410265,4633095
3.43597E+11,0.008952307,487065,4633095,494745,4640775
8.33224E+11,0.37113224419436946,533145,4633095,540825,4640775
1.18541E+12,,594585,4717575,602265,4725255
1.22836E+12,0.4332702929996954,556185,4686855,563865,4694535
9.53483E+11,0.4028419492900261,440985,4548615,448665,4556295
1.41734E+12,0.39759035644426477,502425,4556295,510105,4563975
1.48606E+12,0.41664354805609943,525465,4617735,533145,4625415
4.81036E+11,0.009224239,487065,4625415,494745,4633095
6.18475E+11,,402585,4694535,410265,4702215
51539607552,0.007847986,479385,4686855,487065,4694535
4.20907E+11,0.3748006715061975,571545,4617735,579225,4625415
5.41166E+11,0.008107818,479385,4671495,487065,4679175
1.1081E+12,,402585,4510215,410265,4517895
1.23695E+12,0.39664836693407074,556185,4563975,563865,4571655
1.34862E+12,0.3801371670247183,540825,4617735,548505,4625415
1.66645E+12,,440985,4732935,448665,4740615
1.13387E+12,,617625,4571655,625305,4579335
1.13387E+12,0.49111786001186714,494745,4525575,502425,4533255
1.34862E+12,0.318846454,617625,4679175,625305,4686855
1.35721E+12,0.36771185872226525,540825,4640775,548505,4648455
17179869184,,425625,4717575,433305,4725255
4.38087E+11,0.3912239704824374,525465,4587015,533145,4594695
6.35655E+11,0.008251921,494745,4694535,502425,4702215
7.21555E+11,0.25381398969118996,448665,4633095,456345,4640775
1.5376E+12,0.007190891,471705,4709895,479385,4717575
2.31928E+11,0.006207565,456345,4648455,464025,4656135
3.86547E+11,0.40598323369045736,417945,4563975,425625,4571655
8.33224E+11,0.009444889,494745,4625415,502425,4633095
1.0222E+12,0.009931454,517785,4648455,525465,4656135
1.15105E+12,0.40952848816547854,471705,4563975,479385,4571655
1.7094E+12,0.40250369649090856,494745,4571655,502425,4579335
4.98216E+11,,471705,4517895,479385,4525575
6.78605E+11,,425625,4525575,433305,4533255
8.93353E+11,0.007867475,471705,4679175,479385,4686855
9.36303E+11,0.4279997583229312,425625,4610055,433305,4617735
1.08233E+12,,609945,4510215,617625,4517895
1.58055E+12,0.009378878,510105,4663815,517785,4671495
77309411329,0.0057613,456345,4686855,464025,4694535
6.27065E+11,0.4550648884619461,440985,4533255,448665,4540935
8.76173E+11,,617625,4717575,625305,4725255
1.33144E+12,,433305,4517895,440985,4525575
1.46029E+12,0.36937217300086345,456345,4563975,464025,4571655
1.61491E+12,0.26139291442001195,456345,4617735,464025,4625415
1.69222E+12,0.5904964815067988,556185,4671495,563865,4679175
1.71799E+11,0.3661551189482661,594585,4694535,602265,4702215
7.98864E+11,0.084101004,433305,4694535,440985,4702215
9.01943E+11,0.036722895,433305,4671495,440985,4679175
1.14246E+12,0.007650823,479385,4709895,487065,4717575
4.55267E+11,0.4001072015096958,494745,4563975,502425,4571655
4.81036E+11,0.3874336271991215,464025,4563975,471705,4571655
8.50404E+11,,456345,4510215,464025,4517895
9.36303E+11,0.3363508469777163,494745,4587015,502425,4594695
1.01361E+12,0.38914233585058977,471705,4548615,479385,4556295
1.5376E+12,0.37634356864557517,410265,4571655,417945,4579335
1.55478E+12,,625305,4717575,632985,4725255
1.63209E+12,0.2482794578178517,433305,4648455,440985,4656135
2.49108E+11,,402585,4602375,410265,4610055
3.77957E+11,0.19968707194501317,440985,4633095,448665,4640775
8.58993E+11,,410265,4617735,417945,4625415
1.17682E+12,0.014870793845848194,525465,4640775,533145,4648455
1.35721E+12,0.23408120413273725,425625,4640775,433305,4648455
1.21977E+12,,617625,4510215,625305,4517895
1.68363E+12,0.008342623,479385,4640775,487065,4648455
5.84116E+11,0.4427106922886451,533145,4587015,540825,4594695
6.01295E+11,0.38866764987282043,571545,4602375,579225,4610055
1.12528E+12,0.3596114973304559,556185,4648455,563865,4656135
1.40875E+12,,410265,4525575,417945,4533255
42949672962,,525465,4732935,533145,4740615
3.26418E+11,0.0097072,517785,4671495,525465,4679175
4.89626E+11,0.005974403,456345,4671495,464025,4679175
5.58346E+11,0.38137017407118706,586905,4633095,594585,4640775
1.59773E+12,0.006349006,448665,4671495,456345,4679175
6.61425E+11,0.27644306809744573,433305,4610055,440985,4617735
1.40875E+12,0.40243469044982133,410265,4540935,417945,4548615
3.17828E+11,0.005280608,448665,4679175,456345,4686855
5.32576E+11,,410265,4504485,417945,4510215
6.95785E+11,,617625,4525575,625305,4533255
9.10533E+11,0.010635434268632737,517785,4633095,525465,4640775
1.42593E+12,0.3795325301228629,609945,4648455,617625,4656135
1.67504E+12,,502425,4510215,510105,4517895
1.29708E+12,,548505,4725255,556185,4732935
4.72446E+11,,556185,4717575,563865,4725255
7.21555E+11,,525465,4504485,533145,4510215
1.39157E+12,,402585,4702215,410265,4709895
1.49465E+12,,440985,4510215,448665,4517895
9.79253E+11,,425625,4679175,433305,4686855
1.30567E+12,0.378270166,571545,4663815,579225,4671495
1.52042E+12,0.40003310309334617,410265,4563975,417945,4571655
1.59773E+12,0.008350718,471705,4633095,479385,4640775
2.40518E+11,0.3697637163393537,563865,4656135,571545,4663815
1.11669E+12,0.008171468,479385,4679175,487065,4686855
1.40016E+12,0.38300549770679454,548505,4625415,556185,4633095
1.6235E+12,0.009486107,494745,4617735,502425,4625415
1.65786E+12,,402585,4732935,410265,4740615
5.23986E+11,0.33375993770395496,433305,4579335,440985,4587015
6.95785E+11,0.39408672300012715,464025,4556295,471705,4563975
9.62073E+11,,410265,4663815,417945,4671495
1.57196E+12,,471705,4510215,479385,4517895
5.75526E+11,,617625,4617735,625305,4625415
1.57196E+12,0.24975874189553615,425625,4648455,433305,4656135
1.27131E+12,0.35754333938779376,533145,4579335,540825,4587015
1.32285E+12,,617625,4548615,625305,4556295
1.20259E+12,,609945,4732935,617625,4740615
3.43597E+11,0.38777020293895015,456345,4533255,464025,4540935
3.43597E+11,,487065,4732935,494745,4740615
7.04375E+11,0.555347914,548505,4702215,556185,4709895
8.76173E+11,0.2959522872152122,464025,4587015,471705,4594695
1.6235E+12,0.4579853528580554,548505,4671495,556185,4679175
5.06806E+11,0.3481374838894475,440985,4563975,448665,4571655
5.49756E+11,,410265,4656135,417945,4663815
6.01295E+11,0.11284834730252064,502425,4617735,510105,4625415
7.73094E+11,0.37797536403059606,571545,4656135,579225,4663815
9.96432E+11,0.37840492625408684,533145,4594695,540825,4602375
1.64927E+12,0.007061685,471705,4702215,479385,4709895
5.41166E+11,,617625,4504485,625305,4510215
7.04375E+11,,433305,4732935,440985,4740615
9.79253E+11,0.3820169782596665,540825,4587015,548505,4594695
1.6235E+12,0.4345270313218547,448665,4533255,456345,4540935
4.20907E+11,,433305,4510215,440985,4517895
6.44245E+11,0.38264257959972797,548505,4602375,556185,4610055
8.58993E+11,0.3455049802427995,609945,4694535,617625,4702215
9.62073E+11,0.3756154621902661,586905,4548615,594585,4556295
1.1081E+12,0.095552879,510105,4725255,517785,4732935
1.15105E+12,,625305,4610055,632985,4617735
1.194E+12,,433305,4725255,440985,4732935
17179869188,,632985,4510215,635115,4517895
94489280512,0.39122591125072165,525465,4548615,533145,4556295
7.30144E+11,0.3896352458568993,571545,4648455,579225,4656135
7.55914E+11,0.4323816583996606,571545,4517895,579225,4525575
1.52901E+12,0.35758478110828174,579225,4525575,586905,4533255
3.26418E+11,0.37865048413272123,464025,4533255,471705,4540935
3.77957E+11,0.021623727763030936,502425,4725255,510105,4732935
5.49756E+11,0.008783048,502425,4671495,510105,4679175
5.92705E+11,0.010266725623488496,525465,4663815,533145,4671495
1.22836E+12,0.35644679420666636,548505,4656135,556185,4663815
1.34003E+12,,609945,4571655,617625,4579335
1.67504E+12,0.384283712,510105,4610055,517785,4617735
3.86547E+11,0.007851418,471705,4671495,479385,4679175
1.12528E+12,0.008199289,479385,4656135,487065,4663815
1.50324E+12,,625305,4702215,632985,4709895
1.54619E+12,0.35640458691864435,602265,4640775,609945,4648455
1.64927E+12,0.3829437178618737,540825,4571655,548505,4579335
1.67504E+12,,617625,4579335,625305,4587015
8.07454E+11,,548505,4732935,556185,4740615
8.41814E+11,0.14625292473713358,517785,4625415,525465,4633095
1.05656E+12,,425625,4702215,433305,4709895
6.61425E+11,0.3550808063509853,579225,4594695,586905,4602375
6.87195E+11,0.3830421199211852,525465,4579335,533145,4587015
8.41814E+11,0.34983785957950747,602265,4702215,609945,4709895
8.67583E+11,0.010136940827433528,540825,4717575,548505,4725255
9.10533E+11,0.009090479,510105,4679175,517785,4686855
9.27713E+11,0.4205868608069552,417945,4540935,425625,4548615
1.15105E+12,0.3726437803837535,571545,4563975,579225,4571655
1.24554E+12,0.3779863267616504,617625,4686855,625305,4694535
1.47747E+12,0.274176655,471705,4602375,479385,4610055
42949672963,,617625,4587015,625305,4594695
94489280514,,417945,4694535,425625,4702215
3.60777E+11,,410265,4625415,417945,4633095
4.46677E+11,,594585,4517895,602265,4525575
7.73094E+11,0.007644312,464025,4625415,471705,4633095
1.15105E+12,,594585,4533255,602265,4540935
42949672964,0.37527454503026564,609945,4625415,617625,4633095
2.23338E+11,1.8813733508768424,556185,4702215,563865,4709895
2.83468E+11,0.41165309899992025,540825,4548615,548505,4556295
4.63856E+11,0.39039126824022263,556185,4556295,563865,4563975
8.24634E+11,0.006869088,471705,4694535,479385,4702215
9.01943E+11,0.40336580269100497,602265,4648455,609945,4656135
1.27131E+12,0.006052642,440985,4663815,448665,4671495
1.28849E+12,0.009918313,525465,4671495,533145,4679175
1.4517E+12,,625305,4656135,632985,4663815
3.60777E+11,0.41112208665377825,494745,4579335,502425,4587015
4.89626E+11,,571545,4732935,579225,4740615
8.76173E+11,0.4132443651673078,479385,4548615,487065,4556295
1.37439E+12,0.4427909843006864,540825,4579335,548505,4587015
1.41734E+12,0.37340714191699853,517785,4563975,525465,4571655
1.56337E+12,0.4085469177371243,571545,4633095,579225,4640775
1.65786E+12,0.29581621788186674,410265,4602375,417945,4610055
51539607556,0.34357921574163514,594585,4671495,602265,4679175
3.00648E+11,0.1466238828087247,471705,4610055,479385,4617735
3.26418E+11,0.4093075088324371,548505,4525575,556185,4533255
3.52187E+11,0.37153148178650736,579225,4617735,586905,4625415
4.46677E+11,0.35682697434292665,502425,4563975,510105,4571655
9.10533E+11,0.073184051,456345,4625415,464025,4633095
1.18541E+12,0.34100830565340523,617625,4671495,625305,4679175
1.56337E+12,0.3910468573829395,464025,4540935,471705,4548615
1.64068E+12,0.086190535,548505,4686855,556185,4694535
5.58346E+11,0.008823474,494745,4648455,502425,4656135
7.81684E+11,0.4151587207856311,417945,4556295,425625,4563975
1.21977E+12,0.3778592797750338,586905,4625415,594585,4633095
1.56337E+12,0.006290639,464025,4686855,471705,4694535
1.59773E+12,,525465,4725255,533145,4732935
77309411328,0.47675205020284556,510105,4525575,517785,4533255
1.15964E+12,,410265,4648455,417945,4656135
7.64504E+11,0.3795660737693293,525465,4625415,533145,4633095
9.10533E+11,0.3867015273465931,594585,4686855,602265,4694535
1.35721E+12,0.30595152131490655,464025,4594695,471705,4602375
1.46029E+12,,625305,4709895,632985,4717575
4.29497E+11,,609945,4517895,617625,4525575
5.41166E+11,0.3755210613852103,563865,4602375,571545,4610055
6.78605E+11,0.4386584138674345,510105,4533255,517785,4540935
6.95785E+11,,417945,4525575,425625,4533255
8.58993E+11,,594585,4709895,602265,4717575
8.84763E+11,0.4014860660457379,579225,4648455,586905,4656135
1.64927E+12,0.007821365,487065,4702215,494745,4709895
1.80389E+11,0.36900417536622826,563865,4709895,571545,4717575
6.09885E+11,0.008132999,487065,4679175,494745,4686855
8.07454E+11,0.00682561,456345,4709895,464025,4717575
1.03938E+12,0.37001769129576567,510105,4571655,517785,4579335
1.38298E+12,0.010156756550733316,533145,4686855,540825,4694535
1.58914E+12,0.39029411404040243,533145,4533255,540825,4540935
25769803778,0.4287350939522541,494745,4533255,502425,4540935
2.57698E+11,0.37728754892245453,563865,4648455,571545,4656135
5.66936E+11,0.30786244025576626,425625,4602375,433305,4610055
1.55478E+12,0.4182151742441976,448665,4540935,456345,4548615
1.67504E+12,0.37766411251843907,571545,4548615,579225,4556295
8.76173E+11,0.005786831,448665,4640775,456345,4648455
1.16823E+12,,540825,4732935,548505,4740615
1.31426E+12,0.41481068608357563,433305,4548615,440985,4556295
4.46677E+11,0.3354659885255988,433305,4587015,440985,4594695
3.52187E+11,,433305,4504485,440985,4510215
1.44311E+12,0.007925867,487065,4709895,494745,4717575
4.29497E+11,0.008761963,502425,4663815,510105,4671495
8.67583E+11,0.27931719446104036,556185,4610055,563865,4617735
1.04797E+12,0.007101806,464025,4709895,471705,4717575
1.46888E+12,0.4143130986960936,502425,4525575,510105,4533255
1.66645E+12,,632985,4717575,635115,4725255
1.03079E+11,,433305,4702215,440985,4709895
2.31928E+11,0.006407599,448665,4656135,456345,4663815
4.72446E+11,0.016862626,440985,4709895,448665,4717575
9.44893E+11,0.3770173928384512,609945,4633095,617625,4640775
1.70081E+12,0.3582799088058698,579225,4579335,586905,4587015
60129542145,0.3957375414681792,464025,4548615,471705,4556295
4.63856E+11,,402585,4725255,410265,4732935
8.67583E+11,,602265,4725255,609945,4732935
1.28849E+12,0.34135890571222965,425625,4556295,433305,4563975
1.29708E+12,,625305,4587015,632985,4594695
1.40016E+12,,609945,4540935,617625,4548615
1.51183E+12,0.009865645,517785,4663815,525465,4671495
1.57196E+12,0.39958534063415435,548505,4548615,556185,4556295
