OBJECTID,pointid,grid_code,X,Y
5551,1050253,0.525210083,-73.88522208,40.88741943
5552,1050254,0.409523845,-73.88467936,40.88741943
5553,1050255,0.516917348,-73.88413664,40.88741943
5554,1050256,0.663600504,-73.88359391,40.88741943
5555,1050257,0.338037193,-73.88305119,40.88741943
5556,1050258,0.303283244,-73.88250846,40.88741943
5557,1050259,0.260273963,-73.88196574,40.88741943
5558,1050260,0.069975622,-73.88142301,40.88741943
5559,1050261,0.038971819,-73.88088029,40.88741943
5560,1050262,0.114150703,-73.88033756,40.88741943
5561,1050263,0.209894016,-73.87979484,40.88741943
5562,1050264,0.047457602,-73.87925212,40.88741943
5563,1050265,0.304347873,-73.87870939,40.88741943
5564,1050266,0.083676308,-73.87816667,40.88741943
5565,1050267,0.186766252,-73.87762394,40.88741943
5566,1050268,0.229193375,-73.87708122,40.88741943
5567,1050269,0.344391108,-73.87653849,40.88741943
5568,1050270,0.578249335,-73.87599577,40.88741943
5569,1050271,0.506014466,-73.87545305,40.88741943
5570,1050272,0.389447272,-73.87491032,40.88741943
5571,1050273,0.436619699,-73.8743676,40.88741943
5572,1050274,0.4375,-73.87382487,40.88741943
5573,1050275,0.295726508,-73.87328215,40.88741943
5574,1050276,0.420315236,-73.87273942,40.88741943
5575,1050277,0.337104052,-73.8721967,40.88741943
5576,1050278,0.510526359,-73.87165397,40.88741943
5577,1050279,0.31764704,-73.87111125,40.88741943
5578,1050280,0.407022119,-73.87056853,40.88741943
5579,1050281,0.228136897,-73.8700258,40.88741943
5580,1050282,0.571241856,-73.86948308,40.88741943
5581,1050283,0.387329578,-73.86894035,40.88741943
5582,1050284,0.472049683,-73.86839763,40.88741943
5583,1050285,0.120249212,-73.8678549,40.88741943
5584,1050286,0.087190561,-73.86731218,40.88741943
5585,1050287,0.242015615,-73.86676945,40.88741943
5586,1050288,0.284152985,-73.86622673,40.88741943
5587,1050289,0.402906209,-73.86568401,40.88741943
5588,1050290,0.509513795,-73.86514128,40.88741943
5589,1050291,0.085819162,-73.86459856,40.88741943
5590,1050292,0.007670548,-73.86405583,40.88741943
5591,1050293,-0.002788969,-73.86351311,40.88741943
5592,1050294,0.065434963,-73.86297038,40.88741943
5593,1050295,-0.017639073,-73.86242766,40.88741943
5594,1050296,0.040415701,-73.86188494,40.88741943
5595,1050297,0.055258501,-73.86134221,40.88741943
5596,1050298,0.021505339,-73.86079949,40.88741943
5597,1050299,0.009311005,-73.86025676,40.88741943
5598,1050300,0.043046378,-73.85971404,40.88741943
5599,1050301,0.089887634,-73.85917131,40.88741943
5600,1050302,0.21577464,-73.85862859,40.88741943
5601,1050303,0.145502642,-73.85808586,40.88741943
5602,1050304,0.05522288,-73.85754314,40.88741943
5603,1050305,0.071174361,-73.85700042,40.88741943
5604,1050306,0.04105572,-73.85645769,40.88741943
5605,1050307,0.076748133,-73.85591497,40.88741943
5606,1050308,0.082500003,-73.85537224,40.88741943
5607,1050309,0.055511519,-73.85482952,40.88741943
5608,1050310,-0.012891379,-73.85428679,40.88741943
5609,1050311,0.068311758,-73.85374407,40.88741943
5610,1050312,0.080419578,-73.85320135,40.88741943
5611,1050313,0.186544344,-73.85265862,40.88741943
5612,1050314,0.090400748,-73.8521159,40.88741943
5613,1050315,-0.03009096,-73.85157317,40.88741943
5614,1050316,0.064501144,-73.85103045,40.88741943
5615,1050317,0.023910008,-73.85048772,40.88741943
5616,1050318,0.071170077,-73.849945,40.88741943
5617,1050319,0.047291487,-73.84940227,40.88741943
5618,1050320,0.122071512,-73.84885955,40.88741943
5619,1050321,0.09136796,-73.84831683,40.88741943
5620,1050322,0.066494487,-73.8477741,40.88741943
5621,1050323,0.03769635,-73.84723138,40.88741943
5622,1050324,0.32432431,-73.84668865,40.88741943
5623,1050325,0.318385661,-73.84614593,40.88741943
5624,1050326,0.413680822,-73.8456032,40.88741943
5625,1050327,0.292146623,-73.84506048,40.88741943
5626,1050328,0.446428567,-73.84451775,40.88741943
5627,1050329,0.329081625,-73.84397503,40.88741943
5628,1050330,0.885304689,-73.84343231,40.88741943
5629,1050331,0.104238272,-73.84288958,40.88741943
5630,1050332,0.365134418,-73.84234686,40.88741943
5631,1050333,0.090311989,-73.84180413,40.88741943
5632,1050334,0.186835438,-73.84126141,40.88741943
5633,1050335,0.446397156,-73.84071868,40.88741943
5634,1050336,0.391242951,-73.84017596,40.88741943
5635,1050337,0.269509256,-73.83963324,40.88741943
5636,1050338,0.307221532,-73.83909051,40.88741943
5637,1050339,0.310225278,-73.83854779,40.88741943
5638,1050340,0.380918741,-73.83800506,40.88741943
5639,1050341,0.31753552,-73.83746234,40.88741943
5640,1050342,0.355704695,-73.83691961,40.88741943
5641,1050343,0.371206254,-73.83637689,40.88741943
5642,1050344,0.532051325,-73.83583416,40.88741943
5643,1050345,0.478386164,-73.83529144,40.88741943
5644,1050346,0.051574614,-73.83474872,40.88741943
5645,1050347,0.032870665,-73.83420599,40.88741943
5646,1050348,0.391450137,-73.83366327,40.88741943
5647,1050349,0.181133971,-73.83312054,40.88741943
5648,1050350,0.000746839,-73.83257782,40.88741943
5649,1050351,0.147272751,-73.83203509,40.88741943
5650,1050352,0.338632762,-73.83149237,40.88741943
5651,1050353,0.243386224,-73.83094964,40.88741943
5652,1050354,0.16015622,-73.83040692,40.88741943
5653,1050355,-0.002620067,-73.8298642,40.88741943
5654,1050356,0.0134344,-73.82932147,40.88741943
5655,1050357,0.180794314,-73.82877875,40.88741943
5656,1050358,0.02654865,-73.82823602,40.88741943
5657,1050359,0.060240939,-73.8276933,40.88741943
5658,1050360,0.153488368,-73.82715057,40.88741943
5659,1050361,0.058902279,-73.82660785,40.88741943
5660,1050362,-0.030769218,-73.82606512,40.88741943
5661,1050363,0.05110601,-73.8255224,40.88741943
5662,1050364,-0.023941062,-73.82497968,40.88741943
5663,1050365,0.048543666,-73.82443695,40.88741943
5664,1050366,0.058601141,-73.82389423,40.88741943
5665,1050367,0.206823036,-73.82280878,40.88741943
5666,1050368,0.000873759,-73.82226605,40.88741943
5667,1050369,-0.016744843,-73.82172333,40.88741943
5668,1050370,0.007553746,-73.82118061,40.88741943
5669,1050371,-0.004587148,-73.82063788,40.88741943
5670,1050372,0.208510652,-73.82009516,40.88741943
5671,1050373,0.441651762,-73.81955243,40.88741943
5672,1050374,0.025359245,-73.81900971,40.88741943
5673,1050375,0.077868842,-73.81846698,40.88741943
5674,1050376,0.186028883,-73.81792426,40.88741943
5675,1050377,0.195652187,-73.81738153,40.88741943
5676,1050378,0.390957445,-73.81683881,40.88741943
5677,1050379,0.386934638,-73.81629609,40.88741943
5678,1050380,0.588235319,-73.81575336,40.88741943
5679,1050381,0.154577896,-73.81521064,40.88741943
5680,1050382,0.308426082,-73.81466791,40.88741943
5681,1050383,0.364238411,-73.81412519,40.88741943
5682,1050384,0.474402755,-73.81358246,40.88741943
5683,1050385,0.523943722,-73.81303974,40.88741943
5684,1050386,0.544303834,-73.81249701,40.88741943
5685,1050387,0.540347278,-73.81195429,40.88741943
5686,1050388,0.413509071,-73.81141157,40.88741943
5687,1050389,0.463636398,-73.81086884,40.88741943
5688,1050390,0.247803167,-73.81032612,40.88741943
5689,1050391,0.468834728,-73.80978339,40.88741943
5690,1050392,0.367579907,-73.80924067,40.88741943
5691,1050393,0.347639471,-73.80869794,40.88741943
5692,1051953,-0.006160154,-73.92049917,40.88687671
5693,1051954,0.488000005,-73.91995645,40.88687671
5694,1051955,0.589251399,-73.91941372,40.88687671
5695,1051956,0.500789881,-73.918871,40.88687671
5696,1051957,0.354919046,-73.91832827,40.88687671
5697,1051958,0.428571463,-73.91778555,40.88687671
5698,1051959,0.371477395,-73.91724282,40.88687671
5699,1051960,0.148984194,-73.9167001,40.88687671
5700,1051961,0.07887049,-73.91615738,40.88687671
5701,1051962,0.070037283,-73.91561465,40.88687671
5702,1051963,0.035112381,-73.91507193,40.88687671
5703,1051964,0.062977776,-73.9145292,40.88687671
5704,1051965,0.018439712,-73.91398648,40.88687671
5705,1051966,0.133333325,-73.91344375,40.88687671
5706,1051967,0.197080299,-73.91290103,40.88687671
5707,1051968,0.12403097,-73.9123583,40.88687671
5708,1051969,0.333333343,-73.91181558,40.88687671
5709,1051970,0.034693893,-73.91127286,40.88687671
5710,1051971,0.026893117,-73.91073013,40.88687671
5711,1051972,0.074707493,-73.91018741,40.88687671
5712,1051973,0.01176474,-73.90964468,40.88687671
5713,1051974,0.047533635,-73.90910196,40.88687671
5714,1051975,0.153100803,-73.90855923,40.88687671
5715,1051976,-0.00211864,-73.90801651,40.88687671
5716,1051977,0.071239017,-73.90747378,40.88687671
5717,1051978,0.044237293,-73.90693106,40.88687671
5718,1051979,0.038116042,-73.90638834,40.88687671
5719,1051980,0.055653173,-73.90584561,40.88687671
5720,1051981,-0.04000001,-73.90530289,40.88687671
5721,1051982,0.124410935,-73.90476016,40.88687671
5722,1051983,0.000913257,-73.90421744,40.88687671
5723,1051984,0.099824868,-73.90367471,40.88687671
5724,1051985,0.05065855,-73.90313199,40.88687671
5725,1051986,0.127715051,-73.90258927,40.88687671
5726,1051987,0.088043511,-73.90204654,40.88687671
5727,1051988,0.080074459,-73.90150382,40.88687671
5728,1051989,0.125316456,-73.90096109,40.88687671
5729,1051990,0.237780705,-73.90041837,40.88687671
5730,1051991,0.09636873,-73.89987564,40.88687671
5731,1051992,0.02511533,-73.89933292,40.88687671
5732,1051993,0.311657399,-73.89879019,40.88687671
5733,1051994,0.23696439,-73.89824747,40.88687671
5734,1051995,0.22908093,-73.89770475,40.88687671
5735,1051996,0.492788464,-73.89716202,40.88687671
5736,1051997,0.302127659,-73.8966193,40.88687671
5737,1051998,0.61403507,-73.89607657,40.88687671
5738,1051999,0.49999997,-73.89553385,40.88687671
5739,1052000,0.277963817,-73.89499112,40.88687671
5740,1052001,0.268252671,-73.8944484,40.88687671
5741,1052002,0.675753176,-73.89390567,40.88687671
5742,1052003,0.545357525,-73.89336295,40.88687671
5743,1052004,0.626690686,-73.89282023,40.88687671
5744,1052005,0.578148723,-73.8922775,40.88687671
5745,1052006,0.640287697,-73.89173478,40.88687671
5746,1052007,0.34965989,-73.89119205,40.88687671
5747,1052008,0.466055006,-73.89064933,40.88687671
5748,1052009,0.59834367,-73.8901066,40.88687671
5749,1052010,0.562676787,-73.88956388,40.88687671
5750,1052011,0.575514317,-73.88902116,40.88687671
5751,1052012,0.469904959,-73.88847843,40.88687671
5752,1052013,0.597315431,-73.88793571,40.88687671
5753,1052014,0.341269851,-73.88739298,40.88687671
5754,1052015,0.547511339,-73.88685026,40.88687671
5755,1052016,0.474598885,-73.88630753,40.88687671
5756,1052017,0.571684539,-73.88576481,40.88687671
5757,1052018,0.390402108,-73.88522208,40.88687671
5758,1052019,0.587878764,-73.88467936,40.88687671
5759,1052020,0.361050338,-73.88413664,40.88687671
5760,1052021,0.69806087,-73.88359391,40.88687671
5761,1052022,0.213830724,-73.88305119,40.88687671
5762,1052023,0.418969363,-73.88250846,40.88687671
5763,1052024,0.540636063,-73.88196574,40.88687671
5764,1052025,0.513274312,-73.88142301,40.88687671
5765,1052026,0.194684386,-73.88088029,40.88687671
5766,1052027,0.022024356,-73.88033756,40.88687671
5767,1052028,0.002074211,-73.87979484,40.88687671
5768,1052029,0.370672077,-73.87925212,40.88687671
5769,1052030,0.115843266,-73.87870939,40.88687671
5770,1052031,0.089096554,-73.87816667,40.88687671
5771,1052032,0.19941777,-73.87762394,40.88687671
5772,1052033,0.249090925,-73.87708122,40.88687671
5773,1052034,0.522051275,-73.87653849,40.88687671
5774,1052035,0.416949123,-73.87599577,40.88687671
5775,1052036,0.272882819,-73.87545305,40.88687671
5776,1052037,0.388832539,-73.87491032,40.88687671
5777,1052038,0.435100555,-73.8743676,40.88687671
5778,1052039,0.24373579,-73.87382487,40.88687671
5779,1052040,0.323705167,-73.87328215,40.88687671
5780,1052041,0.239786863,-73.87273942,40.88687671
5781,1052042,0.444608599,-73.8721967,40.88687671
5782,1052043,0.264550298,-73.87165397,40.88687671
5783,1052044,0.346405238,-73.87111125,40.88687671
5784,1052045,0.423529387,-73.87056853,40.88687671
5785,1052046,0.267561972,-73.8700258,40.88687671
5786,1052047,0.528089941,-73.86948308,40.88687671
5787,1052048,0.502008021,-73.86894035,40.88687671
5788,1052049,0.335759789,-73.86839763,40.88687671
5789,1052050,0.113879032,-73.8678549,40.88687671
5790,1052051,0.273869365,-73.86731218,40.88687671
5791,1052052,0.134220093,-73.86676945,40.88687671
5792,1052053,0.551928699,-73.86622673,40.88687671
5793,1052054,0.43577984,-73.86568401,40.88687671
5794,1052055,1,-73.86514128,40.88687671
5795,1052056,0.014153231,-73.86459856,40.88687671
5796,1052057,0.181126326,-73.86405583,40.88687671
5797,1052058,-0.021921327,-73.86351311,40.88687671
5798,1052059,0.109786399,-73.86297038,40.88687671
5799,1052060,0.022150639,-73.86242766,40.88687671
5800,1052061,0.214225233,-73.86188494,40.88687671
5801,1052062,0.112167284,-73.86134221,40.88687671
5802,1052063,-0.011392362,-73.86079949,40.88687671
5803,1052064,0.004115235,-73.86025676,40.88687671
5804,1052065,0.19717063,-73.85971404,40.88687671
5805,1052066,0.052154168,-73.85917131,40.88687671
5806,1052067,0.03588748,-73.85862859,40.88687671
5807,1052068,0.069053732,-73.85808586,40.88687671
5808,1052069,0.088247597,-73.85754314,40.88687671
5809,1052070,0.047300544,-73.85700042,40.88687671
5810,1052071,0.15502958,-73.85645769,40.88687671
5811,1052072,0.079411738,-73.85591497,40.88687671
5812,1052073,0.033516727,-73.85537224,40.88687671
5813,1052074,0.061475422,-73.85482952,40.88687671
5814,1052075,0.064668775,-73.85428679,40.88687671
5815,1052076,0.060154852,-73.85374407,40.88687671
5816,1052077,0.078021988,-73.85320135,40.88687671
5817,1052078,0.086682394,-73.85265862,40.88687671
5818,1052079,0.178523511,-73.8521159,40.88687671
5819,1052080,0.060082309,-73.85157317,40.88687671
5820,1052081,0.135391906,-73.85103045,40.88687671
5821,1052082,0.021789018,-73.85048772,40.88687671
5822,1052083,0.040451571,-73.849945,40.88687671
5823,1052084,0.049099814,-73.84940227,40.88687671
5824,1052085,0.087143406,-73.84885955,40.88687671
5825,1052086,0.049234591,-73.84831683,40.88687671
5826,1052087,0.068226114,-73.8477741,40.88687671
5827,1052088,0.076704577,-73.84723138,40.88687671
5828,1052089,0.049327355,-73.84668865,40.88687671
5829,1052090,0.282051265,-73.84614593,40.88687671
5830,1052091,-0.006666686,-73.8456032,40.88687671
5831,1052092,-0.004524879,-73.84506048,40.88687671
5832,1052093,0.295454562,-73.84451775,40.88687671
5833,1052094,0.218390808,-73.84397503,40.88687671
5834,1052095,0.257918537,-73.84343231,40.88687671
5835,1052096,-0.140495867,-73.84288958,40.88687671
5836,1052097,0.334488779,-73.84234686,40.88687671
5837,1052098,0.40864718,-73.84180413,40.88687671
5838,1052099,0.030588226,-73.84126141,40.88687671
5839,1052100,0.327034891,-73.84071868,40.88687671
5840,1052101,0.405714273,-73.84017596,40.88687671
5841,1052102,0.371653527,-73.83963324,40.88687671
5842,1052103,0.389355749,-73.83909051,40.88687671
5843,1052104,0.301300168,-73.83854779,40.88687671
5844,1052105,0.335640162,-73.83800506,40.88687671
5845,1052106,0.525026679,-73.83746234,40.88687671
5846,1052107,0.327985734,-73.83691961,40.88687671
5847,1052108,0.3663688,-73.83637689,40.88687671
5848,1052109,0.391919196,-73.83583416,40.88687671
5849,1052110,0.597826064,-73.83529144,40.88687671
5850,1052111,0.195014656,-73.83474872,40.88687671
5851,1052112,0.129861563,-73.83420599,40.88687671
5852,1052113,0.219413519,-73.83366327,40.88687671
5853,1052114,0.133284763,-73.83312054,40.88687671
5854,1052115,0.251963764,-73.83257782,40.88687671
5855,1052116,0.111989439,-73.83203509,40.88687671
5856,1052117,0.481101811,-73.83149237,40.88687671
5857,1052118,0.159142211,-73.83094964,40.88687671
5858,1052119,0.092015207,-73.83040692,40.88687671
5859,1052120,0.054583609,-73.8298642,40.88687671
5860,1052121,-0.005084747,-73.82932147,40.88687671
5861,1052122,0.062742949,-73.82877875,40.88687671
5862,1052123,0.013698632,-73.82823602,40.88687671
5863,1052124,0.010894895,-73.8276933,40.88687671
5864,1052125,0.000461015,-73.82715057,40.88687671
5865,1052126,-0.005621489,-73.82660785,40.88687671
5866,1052127,0.031714555,-73.82606512,40.88687671
5867,1052128,0.042662907,-73.8255224,40.88687671
5868,1052129,0.037377045,-73.82497968,40.88687671
5869,1052130,0.022883298,-73.82443695,40.88687671
5870,1052131,0.089437485,-73.82389423,40.88687671
5871,1052132,0.255301088,-73.8233515,40.88687671
5872,1052133,1,-73.82280878,40.88687671
5873,1052134,0.094955467,-73.82226605,40.88687671
5874,1052135,0.0130814,-73.82172333,40.88687671
5875,1052136,-0.006414827,-73.82118061,40.88687671
5876,1052137,0.049922001,-73.82063788,40.88687671
5877,1052138,0.41614908,-73.82009516,40.88687671
5878,1052139,0.541632295,-73.81955243,40.88687671
5879,1052140,0.033253003,-73.81900971,40.88687671
5880,1052141,0.131968141,-73.81846698,40.88687671
5881,1052142,0.021861335,-73.81792426,40.88687671
5882,1052143,0.095688723,-73.81738153,40.88687671
5883,1052144,0.46163848,-73.81683881,40.88687671
5884,1052145,0.282954067,-73.81629609,40.88687671
5885,1052146,0.884669423,-73.81575336,40.88687671
5886,1052147,0.245775744,-73.81521064,40.88687671
5887,1052148,0.39208883,-73.81466791,40.88687671
5888,1052149,0.283852726,-73.81412519,40.88687671
5889,1052150,0.299839675,-73.81358246,40.88687671
5890,1052151,0.291201949,-73.81303974,40.88687671
5891,1052152,0.176514566,-73.81249701,40.88687671
5892,1052153,0.217649966,-73.81195429,40.88687671
5893,1052154,0.31276989,-73.81141157,40.88687671
5894,1052155,0.448325008,-73.81086884,40.88687671
5895,1052156,0.543885946,-73.81032612,40.88687671
5896,1052157,0.512267709,-73.80978339,40.88687671
5897,1052158,0.458033532,-73.80924067,40.88687671
5898,1052159,0.397058845,-73.80869794,40.88687671
5899,1052160,0.46091643,-73.80815522,40.88687671
5900,1052161,0.228318557,-73.8076125,40.88687671
5901,1052162,0.306827992,-73.80706977,40.88687671
5902,1053724,0.535580516,-73.92049917,40.88633398
5903,1053725,0.433892041,-73.91995645,40.88633398
5904,1053726,0.440329224,-73.91941372,40.88633398
5905,1053727,0.491353005,-73.918871,40.88633398
5906,1053728,0.520725429,-73.91832827,40.88633398
5907,1053729,0.566787004,-73.91778555,40.88633398
5908,1053730,0.71681416,-73.91724282,40.88633398
5909,1053731,0.561669827,-73.9167001,40.88633398
5910,1053732,0.38437745,-73.91615738,40.88633398
5911,1053733,0.231910929,-73.91561465,40.88633398
5912,1053734,0.162671238,-73.91507193,40.88633398
5913,1053735,0.062456593,-73.9145292,40.88633398
5914,1053736,-0.055938024,-73.91398648,40.88633398
5915,1053737,0.141310856,-73.91290103,40.88633398
5916,1053738,0.058723383,-73.9123583,40.88633398
5917,1053739,-0.011093514,-73.91127286,40.88633398
5918,1053740,0.068024442,-73.91073013,40.88633398
5919,1053741,0.060679603,-73.91018741,40.88633398
5920,1053742,0.047569249,-73.90964468,40.88633398
5921,1053743,0.065123037,-73.90910196,40.88633398
5922,1053744,0.262357414,-73.90855923,40.88633398
5923,1053745,-0.020313943,-73.90801651,40.88633398
5924,1053746,0.033855148,-73.90747378,40.88633398
5925,1053747,0.010559,-73.90693106,40.88633398
5926,1053748,0.12589559,-73.90638834,40.88633398
5927,1053749,0.061913669,-73.90584561,40.88633398
5928,1053750,0.013572061,-73.90530289,40.88633398
5929,1053751,0.132352933,-73.90476016,40.88633398
5930,1053752,0.315254241,-73.90421744,40.88633398
5931,1053753,0.231096908,-73.90367471,40.88633398
5932,1053754,0.062082123,-73.90313199,40.88633398
5933,1053755,0.139937118,-73.90258927,40.88633398
5934,1053756,0.082905337,-73.90204654,40.88633398
5935,1053757,-0.058247156,-73.90150382,40.88633398
5936,1053758,0.486153901,-73.90096109,40.88633398
5937,1053759,-0.012951474,-73.90041837,40.88633398
5938,1053760,0.054333769,-73.89987564,40.88633398
5939,1053761,0.125596181,-73.89933292,40.88633398
5940,1053762,0.09653917,-73.89879019,40.88633398
5941,1053763,0.139854506,-73.89824747,40.88633398
5942,1053764,0.126593024,-73.89770475,40.88633398
5943,1053765,0.437199682,-73.89716202,40.88633398
5944,1053766,0.524378061,-73.8966193,40.88633398
5945,1053767,0.193426073,-73.89607657,40.88633398
5946,1053768,0.047979765,-73.89553385,40.88633398
5947,1053769,0.306329131,-73.89499112,40.88633398
5948,1053770,0.19662559,-73.8944484,40.88633398
5949,1053771,0.646315753,-73.89390567,40.88633398
5950,1053772,0.581485033,-73.89336295,40.88633398
5951,1053773,0.709762514,-73.89282023,40.88633398
5952,1053774,0.973261952,-73.8922775,40.88633398
5953,1053775,0.421052575,-73.89173478,40.88633398
5954,1053776,0.411827952,-73.89119205,40.88633398
5955,1053777,0.420289814,-73.89064933,40.88633398
5956,1053778,0.524090469,-73.8901066,40.88633398
5957,1053779,0.630831599,-73.88956388,40.88633398
5958,1053780,1,-73.88847843,40.88633398
5959,1053781,0.542056024,-73.88793571,40.88633398
5960,1053782,0.399999946,-73.88739298,40.88633398
5961,1053783,0.438260883,-73.88685026,40.88633398
5962,1053784,0.515008867,-73.88630753,40.88633398
5963,1053785,0.703984916,-73.88576481,40.88633398
5964,1053786,0.403846174,-73.88522208,40.88633398
5965,1053787,0.579734266,-73.88467936,40.88633398
5966,1053788,0.358024687,-73.88413664,40.88633398
5967,1053789,0.338637501,-73.88359391,40.88633398
5968,1053790,0.309489042,-73.88305119,40.88633398
5969,1053791,0.680933833,-73.88250846,40.88633398
5970,1053792,0.53519249,-73.88196574,40.88633398
5971,1053793,0.582317054,-73.88142301,40.88633398
5972,1053794,0.639344275,-73.88088029,40.88633398
5973,1053795,0.623824477,-73.88033756,40.88633398
5974,1053796,0.182189554,-73.87979484,40.88633398
5975,1053797,0.133797884,-73.87925212,40.88633398
5976,1053798,0.207712501,-73.87870939,40.88633398
5977,1053799,0.046858359,-73.87816667,40.88633398
5978,1053800,0.170537502,-73.87762394,40.88633398
5979,1053801,0.288863152,-73.87708122,40.88633398
5980,1053802,0.18083185,-73.87653849,40.88633398
5981,1053803,0.359298885,-73.87599577,40.88633398
5982,1053804,0.306585908,-73.87545305,40.88633398
5983,1053805,0.438478738,-73.87491032,40.88633398
5984,1053806,0.291479796,-73.8743676,40.88633398
5985,1053807,0.368055552,-73.87382487,40.88633398
5986,1053808,0.258407027,-73.87328215,40.88633398
5987,1053809,0.237547889,-73.87273942,40.88633398
5988,1053810,0.436944932,-73.8721967,40.88633398
5989,1053811,0.425992817,-73.87165397,40.88633398
5990,1053812,0.261390895,-73.87111125,40.88633398
5991,1053813,0.241531625,-73.87056853,40.88633398
5992,1053814,0.335384637,-73.8700258,40.88633398
5993,1053815,0.500952363,-73.86948308,40.88633398
5994,1053816,0.244949505,-73.86894035,40.88633398
5995,1053817,0.346397728,-73.86839763,40.88633398
5996,1053818,0.111367568,-73.8678549,40.88633398
5997,1053819,0.347347349,-73.86731218,40.88633398
5998,1053820,0.114754096,-73.86676945,40.88633398
5999,1053821,0.438428849,-73.86622673,40.88633398
6000,1053822,0.757062137,-73.86568401,40.88633398
6001,1053823,0.10173694,-73.86514128,40.88633398
6002,1053824,0.209848881,-73.86459856,40.88633398
6003,1053825,0.142524704,-73.86405583,40.88633398
6004,1053826,0.046244673,-73.86351311,40.88633398
6005,1053827,0.10209427,-73.86297038,40.88633398
6006,1053828,0.106125936,-73.86242766,40.88633398
6007,1053829,0.062674671,-73.86188494,40.88633398
6008,1053830,0.043959867,-73.86134221,40.88633398
6009,1053831,0.059278343,-73.86079949,40.88633398
6010,1053832,0.267605662,-73.86025676,40.88633398
6011,1053833,0.14507772,-73.85971404,40.88633398
6012,1053834,0.059857212,-73.85917131,40.88633398
6013,1053835,-0.036827154,-73.85862859,40.88633398
6014,1053836,0.069418393,-73.85808586,40.88633398
6015,1053837,0.116109394,-73.85754314,40.88633398
6016,1053838,0.070190631,-73.85700042,40.88633398
6017,1053839,0.161936566,-73.85645769,40.88633398
6018,1053840,0.2333083,-73.85591497,40.88633398
6019,1053841,0.005290996,-73.85537224,40.88633398
6020,1053842,0.102941185,-73.85482952,40.88633398
6021,1053843,0.062000733,-73.85428679,40.88633398
6022,1053844,0.003341999,-73.85374407,40.88633398
6023,1053845,0.035805613,-73.85320135,40.88633398
6024,1053846,0.098339722,-73.85265862,40.88633398
6025,1053847,0.030927846,-73.8521159,40.88633398
6026,1053848,0.035559431,-73.85157317,40.88633398
6027,1053849,0.159159198,-73.85103045,40.88633398
6028,1053850,-0.008871999,-73.85048772,40.88633398
6029,1053851,0.07087376,-73.849945,40.88633398
6030,1053852,0.100604758,-73.84940227,40.88633398
6031,1053853,0.086129762,-73.84885955,40.88633398
6032,1053854,0.086889476,-73.84831683,40.88633398
6033,1053855,0.035495739,-73.8477741,40.88633398
6034,1053856,0.33425796,-73.84723138,40.88633398
6035,1053857,0.360957652,-73.84668865,40.88633398
6036,1053858,0.127917841,-73.84614593,40.88633398
6037,1053859,0.216838762,-73.8456032,40.88633398
6038,1053860,0.398165166,-73.84506048,40.88633398
6039,1053861,0.104166627,-73.84451775,40.88633398
6040,1053862,0.152478963,-73.84343231,40.88633398
6041,1053863,0.685314715,-73.84288958,40.88633398
6042,1053864,0.295423031,-73.84234686,40.88633398
6043,1053865,0.337760955,-73.84180413,40.88633398
6044,1053866,0.126617387,-73.84126141,40.88633398
6045,1053867,0.153161183,-73.84071868,40.88633398
6046,1053868,0.363984644,-73.84017596,40.88633398
6047,1053869,0.491295964,-73.83963324,40.88633398
6048,1053870,0.377283543,-73.83909051,40.88633398
6049,1053871,0.380093515,-73.83854779,40.88633398
6050,1053872,0.324522763,-73.83800506,40.88633398
6051,1053873,0.526717603,-73.83746234,40.88633398
6052,1053874,0.51568383,-73.83691961,40.88633398
6053,1053875,0.422043055,-73.83637689,40.88633398
6054,1053876,0.505154669,-73.83583416,40.88633398
6055,1053877,0.507119358,-73.83529144,40.88633398
6056,1053878,0.172987983,-73.83474872,40.88633398
6057,1053879,0.096422076,-73.83420599,40.88633398
6058,1053880,0.03974219,-73.83366327,40.88633398
6059,1053881,0.222540632,-73.83312054,40.88633398
6060,1053882,0.096282169,-73.83257782,40.88633398
6061,1053883,0.35453698,-73.83203509,40.88633398
6062,1053884,0.301822335,-73.83149237,40.88633398
6063,1053885,0.088967994,-73.83094964,40.88633398
6064,1053886,0.026854578,-73.83040692,40.88633398
6065,1053887,0.053475931,-73.8298642,40.88633398
6066,1053888,0.147435889,-73.82932147,40.88633398
6067,1053889,0.079207905,-73.82877875,40.88633398
6068,1053890,0.068493173,-73.82823602,40.88633398
6069,1053891,0.01933109,-73.8276933,40.88633398
6070,1053892,0.092936814,-73.82715057,40.88633398
6071,1053893,0.064387493,-73.82660785,40.88633398
6072,1053894,0.021212142,-73.82606512,40.88633398
6073,1053895,0.019097948,-73.8255224,40.88633398
6074,1053896,0.028187059,-73.82497968,40.88633398
6075,1053897,0.061833691,-73.82443695,40.88633398
6076,1053898,0.016955828,-73.82389423,40.88633398
6077,1053899,0.032786917,-73.8233515,40.88633398
6078,1053900,0.097402595,-73.82280878,40.88633398
6079,1053901,0.048184343,-73.82226605,40.88633398
6080,1053902,0.156528786,-73.82172333,40.88633398
6081,1053903,-1,-73.82118061,40.88633398
6082,1053904,-1,-73.82063788,40.88633398
6083,1053905,-0.609756052,-73.82009516,40.88633398
6084,1053906,0.177193001,-73.81955243,40.88633398
6085,1053907,0.212464616,-73.81900971,40.88633398
6086,1053908,0.155000016,-73.81846698,40.88633398
6087,1053909,0.292016804,-73.81792426,40.88633398
